,description,date,Human voice - Shouting,Human voice - Singing,Music non-amplified,Nature elements - Wind,Transport road - Passenger car,Transport road - Siren,Unsupported,latitude,longitude
470,MP 02: Naamsestraat 57 Xior,2022-09-26,1,0,0,0,8,1,14,50.87649057167669,4.700691639839767
471,MP 02: Naamsestraat 57 Xior,2022-09-27,0,0,0,0,14,1,4,50.87649057167669,4.700691639839767
472,MP 02: Naamsestraat 57 Xior,2022-09-28,4,0,0,0,9,1,9,50.87649057167669,4.700691639839767
473,MP 02: Naamsestraat 57 Xior,2022-09-29,4,0,0,0,13,4,8,50.87649057167669,4.700691639839767
474,MP 02: Naamsestraat 57 Xior,2022-09-30,8,0,0,0,10,1,12,50.87649057167669,4.700691639839767
475,MP 02: Naamsestraat 57 Xior,2022-10-01,1,0,0,0,4,0,7,50.87649057167669,4.700691639839767
476,MP 02: Naamsestraat 57 Xior,2022-10-02,0,0,0,0,4,1,3,50.87649057167669,4.700691639839767
477,MP 02: Naamsestraat 57 Xior,2022-10-03,0,0,0,0,6,0,0,50.87649057167669,4.700691639839767
478,MP 02: Naamsestraat 57 Xior,2022-10-04,5,2,0,0,4,5,14,50.87649057167669,4.700691639839767
479,MP 02: Naamsestraat 57 Xior,2022-10-05,6,0,0,0,11,3,7,50.87649057167669,4.700691639839767
480,MP 02: Naamsestraat 57 Xior,2022-10-06,1,0,0,0,18,3,12,50.87649057167669,4.700691639839767
481,MP 02: Naamsestraat 57 Xior,2022-10-07,10,1,0,0,9,2,9,50.87649057167669,4.700691639839767
482,MP 02: Naamsestraat 57 Xior,2022-10-08,3,0,0,0,6,0,6,50.87649057167669,4.700691639839767
483,MP 02: Naamsestraat 57 Xior,2022-10-09,1,0,0,0,2,0,6,50.87649057167669,4.700691639839767
484,MP 02: Naamsestraat 57 Xior,2022-10-10,2,0,0,0,15,0,8,50.87649057167669,4.700691639839767
485,MP 02: Naamsestraat 57 Xior,2022-10-11,3,0,0,0,11,1,14,50.87649057167669,4.700691639839767
486,MP 02: Naamsestraat 57 Xior,2022-10-12,3,0,0,0,9,2,9,50.87649057167669,4.700691639839767
487,MP 02: Naamsestraat 57 Xior,2022-10-13,6,1,0,0,9,1,9,50.87649057167669,4.700691639839767
488,MP 02: Naamsestraat 57 Xior,2022-10-14,6,0,0,0,16,1,8,50.87649057167669,4.700691639839767
489,MP 02: Naamsestraat 57 Xior,2022-10-15,1,0,0,0,4,1,0,50.87649057167669,4.700691639839767
490,MP 02: Naamsestraat 57 Xior,2022-10-16,1,1,0,0,2,0,9,50.87649057167669,4.700691639839767
491,MP 02: Naamsestraat 57 Xior,2022-10-17,0,0,0,0,11,1,3,50.87649057167669,4.700691639839767
492,MP 02: Naamsestraat 57 Xior,2022-10-18,1,0,0,0,17,0,4,50.87649057167669,4.700691639839767
493,MP 02: Naamsestraat 57 Xior,2022-10-19,1,0,0,0,12,3,8,50.87649057167669,4.700691639839767
494,MP 02: Naamsestraat 57 Xior,2022-10-20,2,0,0,0,14,2,7,50.87649057167669,4.700691639839767
495,MP 02: Naamsestraat 57 Xior,2022-10-21,7,0,0,0,12,1,11,50.87649057167669,4.700691639839767
496,MP 02: Naamsestraat 57 Xior,2022-10-22,1,0,0,0,9,2,5,50.87649057167669,4.700691639839767
497,MP 02: Naamsestraat 57 Xior,2022-10-23,0,0,0,0,7,1,6,50.87649057167669,4.700691639839767
498,MP 02: Naamsestraat 57 Xior,2022-10-24,0,0,0,0,8,1,1,50.87649057167669,4.700691639839767
499,MP 02: Naamsestraat 57 Xior,2022-10-25,0,0,0,0,10,1,2,50.87649057167669,4.700691639839767
500,MP 02: Naamsestraat 57 Xior,2022-11-02,0,0,0,0,3,0,6,50.87649057167669,4.700691639839767
501,MP 02: Naamsestraat 57 Xior,2022-11-03,13,0,0,0,9,0,21,50.87649057167669,4.700691639839767
502,MP 02: Naamsestraat 57 Xior,2022-11-04,1,0,0,0,9,4,9,50.87649057167669,4.700691639839767
503,MP 02: Naamsestraat 57 Xior,2022-11-05,2,0,0,0,2,0,2,50.87649057167669,4.700691639839767
504,MP 02: Naamsestraat 57 Xior,2022-11-06,2,0,0,0,1,0,2,50.87649057167669,4.700691639839767
505,MP 02: Naamsestraat 57 Xior,2022-11-07,1,0,0,0,7,0,3,50.87649057167669,4.700691639839767
506,MP 02: Naamsestraat 57 Xior,2022-11-08,1,0,0,0,19,1,9,50.87649057167669,4.700691639839767
507,MP 02: Naamsestraat 57 Xior,2022-11-09,3,0,0,0,16,0,3,50.87649057167669,4.700691639839767
508,MP 02: Naamsestraat 57 Xior,2022-11-10,1,1,0,0,2,0,3,50.87649057167669,4.700691639839767
509,MP 02: Naamsestraat 57 Xior,2022-11-23,2,0,0,0,7,0,4,50.87649057167669,4.700691639839767
510,MP 02: Naamsestraat 57 Xior,2022-11-24,2,1,0,0,12,0,7,50.87649057167669,4.700691639839767
511,MP 02: Naamsestraat 57 Xior,2022-11-25,1,0,0,0,10,3,4,50.87649057167669,4.700691639839767
512,MP 02: Naamsestraat 57 Xior,2022-11-26,2,2,0,0,4,1,5,50.87649057167669,4.700691639839767
513,MP 02: Naamsestraat 57 Xior,2022-11-27,0,0,0,0,0,0,4,50.87649057167669,4.700691639839767
514,MP 02: Naamsestraat 57 Xior,2022-11-28,0,0,0,0,24,1,3,50.87649057167669,4.700691639839767
515,MP 02: Naamsestraat 57 Xior,2022-11-29,1,0,0,0,8,1,7,50.87649057167669,4.700691639839767
516,MP 02: Naamsestraat 57 Xior,2022-11-30,2,0,0,0,9,2,5,50.87649057167669,4.700691639839767
517,MP 02: Naamsestraat 57 Xior,2022-12-01,4,0,0,0,10,0,9,50.87649057167669,4.700691639839767
518,MP 02: Naamsestraat 57 Xior,2022-12-02,2,0,0,0,5,0,7,50.87649057167669,4.700691639839767
519,MP 02: Naamsestraat 57 Xior,2022-12-03,1,0,0,0,5,1,4,50.87649057167669,4.700691639839767
520,MP 02: Naamsestraat 57 Xior,2022-12-04,0,0,0,0,3,0,5,50.87649057167669,4.700691639839767
521,MP 02: Naamsestraat 57 Xior,2022-12-05,1,0,0,0,4,0,4,50.87649057167669,4.700691639839767
522,MP 02: Naamsestraat 57 Xior,2022-12-06,0,0,0,0,4,0,3,50.87649057167669,4.700691639839767
523,MP 02: Naamsestraat 57 Xior,2022-12-07,0,0,0,0,4,0,5,50.87649057167669,4.700691639839767
524,MP 02: Naamsestraat 57 Xior,2022-12-08,0,0,0,0,4,2,3,50.87649057167669,4.700691639839767
525,MP 02: Naamsestraat 57 Xior,2022-12-09,4,3,1,0,5,4,13,50.87649057167669,4.700691639839767
526,MP 02: Naamsestraat 57 Xior,2022-12-10,0,1,2,0,5,1,2,50.87649057167669,4.700691639839767
527,MP 02: Naamsestraat 57 Xior,2022-12-11,0,2,0,0,1,0,2,50.87649057167669,4.700691639839767
528,MP 02: Naamsestraat 57 Xior,2022-12-12,2,0,0,0,8,1,5,50.87649057167669,4.700691639839767
529,MP 02: Naamsestraat 57 Xior,2022-12-13,0,0,0,0,4,1,3,50.87649057167669,4.700691639839767
530,MP 02: Naamsestraat 57 Xior,2022-12-14,1,0,0,0,1,0,4,50.87649057167669,4.700691639839767
531,MP 02: Naamsestraat 57 Xior,2022-12-15,0,0,0,0,5,0,5,50.87649057167669,4.700691639839767
532,MP 02: Naamsestraat 57 Xior,2022-12-16,3,0,0,0,6,0,4,50.87649057167669,4.700691639839767
533,MP 02: Naamsestraat 57 Xior,2022-12-17,6,0,0,1,4,1,6,50.87649057167669,4.700691639839767
534,MP 02: Naamsestraat 57 Xior,2022-12-18,0,0,0,0,4,1,0,50.87649057167669,4.700691639839767
535,MP 02: Naamsestraat 57 Xior,2022-12-19,0,0,0,0,2,1,3,50.87649057167669,4.700691639839767
536,MP 02: Naamsestraat 57 Xior,2022-12-20,4,0,0,0,3,0,4,50.87649057167669,4.700691639839767
537,MP 02: Naamsestraat 57 Xior,2022-12-21,0,0,0,0,1,0,3,50.87649057167669,4.700691639839767
538,MP 02: Naamsestraat 57 Xior,2022-12-22,0,0,0,0,8,0,6,50.87649057167669,4.700691639839767
539,MP 03: Naamsestraat 62 Taste,2022-01-07,2,0,0,0,4,0,0,50.875850541602986,4.700192168675618
540,MP 03: Naamsestraat 62 Taste,2022-01-08,3,0,0,0,3,0,0,50.875850541602986,4.700192168675618
541,MP 03: Naamsestraat 62 Taste,2022-01-09,4,0,0,0,3,0,0,50.875850541602986,4.700192168675618
542,MP 03: Naamsestraat 62 Taste,2022-01-10,4,0,0,0,5,0,0,50.875850541602986,4.700192168675618
543,MP 03: Naamsestraat 62 Taste,2022-01-11,4,0,0,0,8,0,0,50.875850541602986,4.700192168675618
544,MP 03: Naamsestraat 62 Taste,2022-01-12,6,0,0,0,10,0,0,50.875850541602986,4.700192168675618
545,MP 03: Naamsestraat 62 Taste,2022-01-13,4,0,0,0,11,0,0,50.875850541602986,4.700192168675618
546,MP 03: Naamsestraat 62 Taste,2022-01-14,12,0,0,0,11,0,0,50.875850541602986,4.700192168675618
547,MP 03: Naamsestraat 62 Taste,2022-01-15,4,0,0,0,11,0,0,50.875850541602986,4.700192168675618
548,MP 03: Naamsestraat 62 Taste,2022-01-16,2,0,0,0,9,0,0,50.875850541602986,4.700192168675618
549,MP 03: Naamsestraat 62 Taste,2022-01-17,2,0,0,0,5,0,0,50.875850541602986,4.700192168675618
550,MP 03: Naamsestraat 62 Taste,2022-01-18,5,0,0,0,10,0,0,50.875850541602986,4.700192168675618
551,MP 03: Naamsestraat 62 Taste,2022-01-19,3,0,0,0,4,0,0,50.875850541602986,4.700192168675618
552,MP 03: Naamsestraat 62 Taste,2022-01-20,1,0,0,0,8,0,0,50.875850541602986,4.700192168675618
553,MP 03: Naamsestraat 62 Taste,2022-01-21,8,0,0,0,13,0,0,50.875850541602986,4.700192168675618
554,MP 03: Naamsestraat 62 Taste,2022-01-22,5,0,0,0,3,0,0,50.875850541602986,4.700192168675618
555,MP 03: Naamsestraat 62 Taste,2022-01-23,3,0,0,0,3,0,0,50.875850541602986,4.700192168675618
556,MP 03: Naamsestraat 62 Taste,2022-01-24,9,0,0,0,3,0,0,50.875850541602986,4.700192168675618
557,MP 03: Naamsestraat 62 Taste,2022-01-25,4,0,0,0,12,0,0,50.875850541602986,4.700192168675618
558,MP 03: Naamsestraat 62 Taste,2022-01-26,2,0,0,0,12,0,0,50.875850541602986,4.700192168675618
559,MP 03: Naamsestraat 62 Taste,2022-01-27,2,0,0,0,6,0,0,50.875850541602986,4.700192168675618
560,MP 03: Naamsestraat 62 Taste,2022-01-28,10,0,0,0,8,0,0,50.875850541602986,4.700192168675618
561,MP 03: Naamsestraat 62 Taste,2022-01-29,3,0,0,0,7,0,0,50.875850541602986,4.700192168675618
562,MP 03: Naamsestraat 62 Taste,2022-01-30,5,0,0,0,1,0,0,50.875850541602986,4.700192168675618
563,MP 03: Naamsestraat 62 Taste,2022-01-31,2,0,0,0,5,0,0,50.875850541602986,4.700192168675618
564,MP 03: Naamsestraat 62 Taste,2022-02-01,2,0,0,0,6,0,0,50.875850541602986,4.700192168675618
565,MP 03: Naamsestraat 62 Taste,2022-02-02,4,0,0,0,3,0,0,50.875850541602986,4.700192168675618
566,MP 03: Naamsestraat 62 Taste,2022-02-03,8,0,0,0,7,0,0,50.875850541602986,4.700192168675618
567,MP 03: Naamsestraat 62 Taste,2022-02-04,4,0,0,0,16,0,0,50.875850541602986,4.700192168675618
568,MP 03: Naamsestraat 62 Taste,2022-02-05,2,0,0,0,4,0,0,50.875850541602986,4.700192168675618
569,MP 03: Naamsestraat 62 Taste,2022-02-06,1,0,0,0,9,0,0,50.875850541602986,4.700192168675618
570,MP 03: Naamsestraat 62 Taste,2022-02-07,4,0,0,0,6,0,0,50.875850541602986,4.700192168675618
571,MP 03: Naamsestraat 62 Taste,2022-02-08,5,0,0,0,8,0,0,50.875850541602986,4.700192168675618
572,MP 03: Naamsestraat 62 Taste,2022-02-09,5,0,0,0,3,0,0,50.875850541602986,4.700192168675618
573,MP 03: Naamsestraat 62 Taste,2022-02-10,3,0,0,0,4,0,0,50.875850541602986,4.700192168675618
574,MP 03: Naamsestraat 62 Taste,2022-02-11,7,0,0,0,5,0,0,50.875850541602986,4.700192168675618
575,MP 03: Naamsestraat 62 Taste,2022-02-12,6,0,0,0,6,0,0,50.875850541602986,4.700192168675618
576,MP 03: Naamsestraat 62 Taste,2022-02-13,2,0,0,0,2,0,0,50.875850541602986,4.700192168675618
577,MP 03: Naamsestraat 62 Taste,2022-02-14,7,0,0,0,7,0,0,50.875850541602986,4.700192168675618
578,MP 03: Naamsestraat 62 Taste,2022-02-15,6,0,0,0,18,0,0,50.875850541602986,4.700192168675618
579,MP 03: Naamsestraat 62 Taste,2022-02-16,2,0,0,0,26,0,0,50.875850541602986,4.700192168675618
580,MP 03: Naamsestraat 62 Taste,2022-02-17,10,0,0,0,12,0,0,50.875850541602986,4.700192168675618
581,MP 03: Naamsestraat 62 Taste,2022-02-18,5,0,0,0,70,2,0,50.875850541602986,4.700192168675618
582,MP 03: Naamsestraat 62 Taste,2022-02-19,0,0,0,0,5,1,0,50.875850541602986,4.700192168675618
583,MP 03: Naamsestraat 62 Taste,2022-02-20,0,0,0,0,0,2,0,50.875850541602986,4.700192168675618
584,MP 03: Naamsestraat 62 Taste,2022-02-21,0,0,0,0,2,3,0,50.875850541602986,4.700192168675618
585,MP 03: Naamsestraat 62 Taste,2022-02-22,0,0,0,0,2,2,0,50.875850541602986,4.700192168675618
586,MP 03: Naamsestraat 62 Taste,2022-02-23,0,0,0,0,8,1,0,50.875850541602986,4.700192168675618
587,MP 03: Naamsestraat 62 Taste,2022-02-24,0,0,0,0,2,5,0,50.875850541602986,4.700192168675618
588,MP 03: Naamsestraat 62 Taste,2022-02-25,10,0,0,0,22,12,0,50.875850541602986,4.700192168675618
589,MP 03: Naamsestraat 62 Taste,2022-02-26,4,0,0,0,10,4,0,50.875850541602986,4.700192168675618
590,MP 03: Naamsestraat 62 Taste,2022-02-27,1,0,0,0,15,3,0,50.875850541602986,4.700192168675618
591,MP 03: Naamsestraat 62 Taste,2022-02-28,1,0,0,0,11,2,0,50.875850541602986,4.700192168675618
592,MP 03: Naamsestraat 62 Taste,2022-03-01,2,0,0,0,18,5,0,50.875850541602986,4.700192168675618
593,MP 03: Naamsestraat 62 Taste,2022-03-02,3,0,0,0,17,1,0,50.875850541602986,4.700192168675618
594,MP 03: Naamsestraat 62 Taste,2022-03-03,3,0,0,0,30,4,0,50.875850541602986,4.700192168675618
595,MP 03: Naamsestraat 62 Taste,2022-03-04,2,0,0,0,14,8,0,50.875850541602986,4.700192168675618
596,MP 03: Naamsestraat 62 Taste,2022-03-05,4,0,0,0,16,1,0,50.875850541602986,4.700192168675618
597,MP 03: Naamsestraat 62 Taste,2022-03-06,0,0,0,0,14,0,0,50.875850541602986,4.700192168675618
598,MP 03: Naamsestraat 62 Taste,2022-03-07,7,0,0,0,13,2,0,50.875850541602986,4.700192168675618
599,MP 03: Naamsestraat 62 Taste,2022-03-08,6,0,0,0,16,2,0,50.875850541602986,4.700192168675618
600,MP 03: Naamsestraat 62 Taste,2022-03-09,6,0,0,0,17,2,0,50.875850541602986,4.700192168675618
601,MP 03: Naamsestraat 62 Taste,2022-03-10,6,0,0,1,13,2,0,50.875850541602986,4.700192168675618
602,MP 03: Naamsestraat 62 Taste,2022-03-11,7,0,0,0,24,2,0,50.875850541602986,4.700192168675618
603,MP 03: Naamsestraat 62 Taste,2022-03-12,2,0,0,1,7,0,0,50.875850541602986,4.700192168675618
604,MP 03: Naamsestraat 62 Taste,2022-03-13,2,0,0,0,11,1,0,50.875850541602986,4.700192168675618
605,MP 03: Naamsestraat 62 Taste,2022-03-14,1,0,0,0,15,4,0,50.875850541602986,4.700192168675618
606,MP 03: Naamsestraat 62 Taste,2022-03-15,3,0,0,0,15,4,0,50.875850541602986,4.700192168675618
607,MP 03: Naamsestraat 62 Taste,2022-03-16,2,0,0,0,15,4,0,50.875850541602986,4.700192168675618
608,MP 03: Naamsestraat 62 Taste,2022-03-17,5,0,0,0,10,1,0,50.875850541602986,4.700192168675618
609,MP 03: Naamsestraat 62 Taste,2022-03-18,13,0,0,0,13,3,0,50.875850541602986,4.700192168675618
610,MP 03: Naamsestraat 62 Taste,2022-03-19,4,0,1,0,15,0,0,50.875850541602986,4.700192168675618
611,MP 03: Naamsestraat 62 Taste,2022-03-20,7,0,1,0,8,0,0,50.875850541602986,4.700192168675618
612,MP 03: Naamsestraat 62 Taste,2022-03-21,1,0,0,0,15,2,0,50.875850541602986,4.700192168675618
613,MP 03: Naamsestraat 62 Taste,2022-03-22,0,0,0,0,20,0,1,50.875850541602986,4.700192168675618
614,MP 03: Naamsestraat 62 Taste,2022-03-23,3,0,0,0,17,0,11,50.875850541602986,4.700192168675618
615,MP 03: Naamsestraat 62 Taste,2022-03-24,6,0,0,0,16,1,5,50.875850541602986,4.700192168675618
616,MP 03: Naamsestraat 62 Taste,2022-03-25,5,0,0,0,9,2,6,50.875850541602986,4.700192168675618
617,MP 03: Naamsestraat 62 Taste,2022-03-26,0,0,0,0,6,0,2,50.875850541602986,4.700192168675618
618,MP 03: Naamsestraat 62 Taste,2022-03-27,0,0,0,0,6,1,3,50.875850541602986,4.700192168675618
619,MP 03: Naamsestraat 62 Taste,2022-03-28,1,0,0,0,12,1,12,50.875850541602986,4.700192168675618
620,MP 03: Naamsestraat 62 Taste,2022-03-29,14,0,0,0,9,1,8,50.875850541602986,4.700192168675618
621,MP 03: Naamsestraat 62 Taste,2022-03-30,8,0,0,0,5,0,6,50.875850541602986,4.700192168675618
622,MP 03: Naamsestraat 62 Taste,2022-03-31,5,0,0,0,12,2,5,50.875850541602986,4.700192168675618
623,MP 03: Naamsestraat 62 Taste,2022-04-01,4,0,0,0,15,3,6,50.875850541602986,4.700192168675618
624,MP 03: Naamsestraat 62 Taste,2022-04-02,3,0,0,0,3,0,3,50.875850541602986,4.700192168675618
625,MP 03: Naamsestraat 62 Taste,2022-04-03,0,0,0,0,3,0,1,50.875850541602986,4.700192168675618
626,MP 03: Naamsestraat 62 Taste,2022-04-04,1,0,0,0,14,0,6,50.875850541602986,4.700192168675618
627,MP 03: Naamsestraat 62 Taste,2022-04-05,14,0,0,0,34,0,29,50.875850541602986,4.700192168675618
628,MP 03: Naamsestraat 62 Taste,2022-04-06,1,0,0,0,31,0,7,50.875850541602986,4.700192168675618
629,MP 03: Naamsestraat 62 Taste,2022-04-07,0,0,0,0,21,1,13,50.875850541602986,4.700192168675618
630,MP 03: Naamsestraat 62 Taste,2022-04-08,2,0,0,0,19,1,14,50.875850541602986,4.700192168675618
631,MP 03: Naamsestraat 62 Taste,2022-04-09,0,0,0,0,6,1,3,50.875850541602986,4.700192168675618
632,MP 03: Naamsestraat 62 Taste,2022-04-10,1,0,0,0,2,1,3,50.875850541602986,4.700192168675618
633,MP 03: Naamsestraat 62 Taste,2022-04-11,1,0,0,0,11,1,4,50.875850541602986,4.700192168675618
634,MP 03: Naamsestraat 62 Taste,2022-04-12,7,0,0,1,14,0,4,50.875850541602986,4.700192168675618
635,MP 03: Naamsestraat 62 Taste,2022-04-13,2,0,0,0,9,1,0,50.875850541602986,4.700192168675618
636,MP 03: Naamsestraat 62 Taste,2022-04-14,0,0,0,0,17,2,9,50.875850541602986,4.700192168675618
637,MP 03: Naamsestraat 62 Taste,2022-04-15,0,0,0,0,15,0,1,50.875850541602986,4.700192168675618
638,MP 03: Naamsestraat 62 Taste,2022-04-16,0,0,0,0,4,0,4,50.875850541602986,4.700192168675618
639,MP 03: Naamsestraat 62 Taste,2022-04-17,0,0,0,0,5,0,1,50.875850541602986,4.700192168675618
640,MP 03: Naamsestraat 62 Taste,2022-04-18,0,0,0,0,8,0,5,50.875850541602986,4.700192168675618
641,MP 03: Naamsestraat 62 Taste,2022-04-19,1,0,0,0,13,0,7,50.875850541602986,4.700192168675618
642,MP 03: Naamsestraat 62 Taste,2022-04-20,1,0,0,1,8,1,2,50.875850541602986,4.700192168675618
643,MP 03: Naamsestraat 62 Taste,2022-04-21,2,0,0,0,15,0,4,50.875850541602986,4.700192168675618
644,MP 03: Naamsestraat 62 Taste,2022-04-22,9,1,0,0,21,0,10,50.875850541602986,4.700192168675618
645,MP 03: Naamsestraat 62 Taste,2022-04-23,0,0,0,0,7,1,4,50.875850541602986,4.700192168675618
646,MP 03: Naamsestraat 62 Taste,2022-04-24,5,0,0,0,5,1,1,50.875850541602986,4.700192168675618
647,MP 03: Naamsestraat 62 Taste,2022-04-25,2,2,0,0,16,2,6,50.875850541602986,4.700192168675618
648,MP 03: Naamsestraat 62 Taste,2022-04-26,4,3,0,0,10,2,15,50.875850541602986,4.700192168675618
649,MP 03: Naamsestraat 62 Taste,2022-04-27,2,0,0,1,16,0,8,50.875850541602986,4.700192168675618
650,MP 03: Naamsestraat 62 Taste,2022-04-28,2,0,0,0,17,0,7,50.875850541602986,4.700192168675618
651,MP 03: Naamsestraat 62 Taste,2022-04-29,3,0,0,0,8,2,6,50.875850541602986,4.700192168675618
652,MP 03: Naamsestraat 62 Taste,2022-04-30,0,0,0,0,9,0,5,50.875850541602986,4.700192168675618
653,MP 03: Naamsestraat 62 Taste,2022-05-01,0,0,0,0,1,0,2,50.875850541602986,4.700192168675618
654,MP 03: Naamsestraat 62 Taste,2022-05-02,1,0,0,0,13,1,6,50.875850541602986,4.700192168675618
655,MP 03: Naamsestraat 62 Taste,2022-05-03,1,0,0,1,13,0,3,50.875850541602986,4.700192168675618
656,MP 03: Naamsestraat 62 Taste,2022-05-04,1,0,0,0,13,1,8,50.875850541602986,4.700192168675618
657,MP 03: Naamsestraat 62 Taste,2022-05-05,1,0,0,0,10,1,2,50.875850541602986,4.700192168675618
658,MP 03: Naamsestraat 62 Taste,2022-05-06,2,0,0,0,12,5,7,50.875850541602986,4.700192168675618
659,MP 03: Naamsestraat 62 Taste,2022-05-07,2,0,0,0,9,1,5,50.875850541602986,4.700192168675618
660,MP 03: Naamsestraat 62 Taste,2022-05-08,3,1,0,0,6,0,4,50.875850541602986,4.700192168675618
661,MP 03: Naamsestraat 62 Taste,2022-05-09,0,0,0,0,29,1,8,50.875850541602986,4.700192168675618
662,MP 03: Naamsestraat 62 Taste,2022-05-10,2,0,0,0,34,2,3,50.875850541602986,4.700192168675618
663,MP 03: Naamsestraat 62 Taste,2022-05-11,3,0,0,0,10,1,8,50.875850541602986,4.700192168675618
664,MP 03: Naamsestraat 62 Taste,2022-05-12,0,0,0,0,14,1,5,50.875850541602986,4.700192168675618
665,MP 03: Naamsestraat 62 Taste,2022-05-13,1,0,0,0,14,1,9,50.875850541602986,4.700192168675618
666,MP 03: Naamsestraat 62 Taste,2022-05-14,0,0,0,0,12,1,9,50.875850541602986,4.700192168675618
667,MP 03: Naamsestraat 62 Taste,2022-05-15,3,0,0,0,2,0,4,50.875850541602986,4.700192168675618
668,MP 03: Naamsestraat 62 Taste,2022-05-16,0,0,0,0,13,0,5,50.875850541602986,4.700192168675618
669,MP 03: Naamsestraat 62 Taste,2022-05-17,4,2,0,0,10,2,4,50.875850541602986,4.700192168675618
670,MP 03: Naamsestraat 62 Taste,2022-05-18,0,0,0,0,21,3,5,50.875850541602986,4.700192168675618
671,MP 03: Naamsestraat 62 Taste,2022-05-19,2,0,0,0,16,1,3,50.875850541602986,4.700192168675618
672,MP 03: Naamsestraat 62 Taste,2022-05-20,4,0,0,0,18,0,10,50.875850541602986,4.700192168675618
673,MP 03: Naamsestraat 62 Taste,2022-05-21,1,0,0,0,6,0,1,50.875850541602986,4.700192168675618
674,MP 03: Naamsestraat 62 Taste,2022-05-22,1,0,0,0,1,0,2,50.875850541602986,4.700192168675618
675,MP 03: Naamsestraat 62 Taste,2022-05-23,2,0,0,0,14,0,3,50.875850541602986,4.700192168675618
676,MP 03: Naamsestraat 62 Taste,2022-05-24,0,2,0,0,11,2,3,50.875850541602986,4.700192168675618
677,MP 03: Naamsestraat 62 Taste,2022-05-25,2,0,0,0,13,0,3,50.875850541602986,4.700192168675618
678,MP 03: Naamsestraat 62 Taste,2022-05-26,0,0,0,1,11,0,9,50.875850541602986,4.700192168675618
679,MP 03: Naamsestraat 62 Taste,2022-05-27,1,0,0,1,25,3,8,50.875850541602986,4.700192168675618
680,MP 03: Naamsestraat 62 Taste,2022-05-28,0,0,0,0,13,1,5,50.875850541602986,4.700192168675618
681,MP 03: Naamsestraat 62 Taste,2022-05-29,0,0,0,0,5,1,1,50.875850541602986,4.700192168675618
682,MP 03: Naamsestraat 62 Taste,2022-05-30,1,0,0,0,16,1,6,50.875850541602986,4.700192168675618
683,MP 03: Naamsestraat 62 Taste,2022-05-31,0,0,0,0,20,1,4,50.875850541602986,4.700192168675618
684,MP 03: Naamsestraat 62 Taste,2022-06-01,1,0,0,0,27,0,2,50.875850541602986,4.700192168675618
685,MP 03: Naamsestraat 62 Taste,2022-06-02,0,0,0,0,19,1,4,50.875850541602986,4.700192168675618
686,MP 03: Naamsestraat 62 Taste,2022-06-03,3,1,0,1,11,0,5,50.875850541602986,4.700192168675618
687,MP 03: Naamsestraat 62 Taste,2022-06-04,0,0,0,0,12,0,3,50.875850541602986,4.700192168675618
688,MP 03: Naamsestraat 62 Taste,2022-06-05,2,0,0,0,5,0,5,50.875850541602986,4.700192168675618
689,MP 03: Naamsestraat 62 Taste,2022-06-06,0,0,0,0,4,0,2,50.875850541602986,4.700192168675618
690,MP 03: Naamsestraat 62 Taste,2022-06-07,1,0,0,1,6,2,3,50.875850541602986,4.700192168675618
691,MP 03: Naamsestraat 62 Taste,2022-06-08,6,0,0,0,17,3,4,50.875850541602986,4.700192168675618
692,MP 03: Naamsestraat 62 Taste,2022-06-09,1,0,0,0,19,2,1,50.875850541602986,4.700192168675618
693,MP 03: Naamsestraat 62 Taste,2022-06-10,1,0,0,0,15,2,4,50.875850541602986,4.700192168675618
694,MP 03: Naamsestraat 62 Taste,2022-06-11,0,0,0,0,16,0,7,50.875850541602986,4.700192168675618
695,MP 03: Naamsestraat 62 Taste,2022-06-12,0,0,0,0,7,0,2,50.875850541602986,4.700192168675618
696,MP 03: Naamsestraat 62 Taste,2022-06-13,1,0,0,0,9,2,3,50.875850541602986,4.700192168675618
697,MP 03: Naamsestraat 62 Taste,2022-06-14,1,0,0,0,21,0,7,50.875850541602986,4.700192168675618
698,MP 03: Naamsestraat 62 Taste,2022-06-15,0,0,0,0,19,0,1,50.875850541602986,4.700192168675618
699,MP 03: Naamsestraat 62 Taste,2022-06-16,2,0,0,0,16,0,3,50.875850541602986,4.700192168675618
700,MP 03: Naamsestraat 62 Taste,2022-06-17,8,0,0,0,22,0,15,50.875850541602986,4.700192168675618
701,MP 03: Naamsestraat 62 Taste,2022-06-18,1,0,0,0,30,0,5,50.875850541602986,4.700192168675618
702,MP 03: Naamsestraat 62 Taste,2022-06-19,0,0,0,0,3,1,1,50.875850541602986,4.700192168675618
703,MP 03: Naamsestraat 62 Taste,2022-06-20,1,0,0,0,12,1,5,50.875850541602986,4.700192168675618
704,MP 03: Naamsestraat 62 Taste,2022-06-21,0,0,0,0,12,0,5,50.875850541602986,4.700192168675618
705,MP 03: Naamsestraat 62 Taste,2022-06-22,0,1,0,0,14,0,2,50.875850541602986,4.700192168675618
706,MP 03: Naamsestraat 62 Taste,2022-06-23,1,0,0,0,11,3,10,50.875850541602986,4.700192168675618
707,MP 03: Naamsestraat 62 Taste,2022-06-24,1,0,0,0,14,1,7,50.875850541602986,4.700192168675618
708,MP 03: Naamsestraat 62 Taste,2022-06-25,3,0,0,0,14,2,22,50.875850541602986,4.700192168675618
709,MP 03: Naamsestraat 62 Taste,2022-06-26,0,0,0,0,2,2,3,50.875850541602986,4.700192168675618
